ITEM_CODE,PRODUCT_CODE,PRODUCT_DESC_1,PRODUCT_DESC_2,CUSTOMER_ITEM_CODE,SUPPLIER_ITEM_CODE,ITEM_STATUS,FOLLOWUP_DATE,PRODUCT_INFO_PRODUCT_CODE,PRODUCT_INFO_PRODUCT_COLOR,PRODUCT_INFO_PRODUCT_SIZE_CODE,PRODUCT_INFO_PRODUCT_DESC,SELL_UNIT_OF_MEASURE,BUY_UNIT_OF_MEASURE,VENDOR_CODE,CODE,NAME,STATUS_ID,STATUS_NAME,BUY_QUANTITY_ORDERED,BUY_QUANTITY_BILLED,SELL_QUANTITY_ORDERED,SELL_QUANTITY_BILLED,QUANTITY_RECEIVED,ALLOW_DELETE,HAS_DECORATION,COST,PRICE,DATE_DUE,IN_HANDS_DATE,REMARKS,SOURCE,COLOR,STYLE_CODE,SIZE,ORIGINAL_PO_COST,VEND_Q_NUM,VENDORINS_ID,COST_CENTER,LONGDESC_ID,IS_COST_ONLY,HIDE_ITEM_NUMBER,HIDE_QUANTITY
8873666,J317,,,,75521,PO Created,2020-07-02,J317,,,Port Authority® Core Soft Shell Jacket - Black,EA,EA,OVERSEA,OVERSEA,Oversea Imprint,,,10,0,10,0,0,0,0,19.99,35.9,,,,,,,,19.99,,,,,0,0,0
